"Kod";"Nazwa";"Rodzaje gmin";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3022000;"Powiat rawicki";"gmina miejska razem";"2021";0;"-";"";
3022000;"Powiat rawicki";"gmina miejsko-wiejska";"2021";4;"-";"";
3022000;"Powiat rawicki";"gmina wiejska";"2021";1;"-";"";
3023000;"Powiat słupecki";"gmina miejska razem";"2021";1;"-";"";
3023000;"Powiat słupecki";"gmina miejsko-wiejska";"2021";1;"-";"";
3023000;"Powiat słupecki";"gmina wiejska";"2021";6;"-";"";
3024000;"Powiat szamotulski";"gmina miejska razem";"2021";1;"-";"";
3024000;"Powiat szamotulski";"gmina miejsko-wiejska";"2021";4;"-";"";
3024000;"Powiat szamotulski";"gmina wiejska";"2021";3;"-";"";
3025000;"Powiat średzki";"gmina miejska razem";"2021";0;"-";"";
3025000;"Powiat średzki";"gmina miejsko-wiejska";"2021";1;"-";"";
3025000;"Powiat średzki";"gmina wiejska";"2021";4;"-";"";
3026000;"Powiat śremski";"gmina miejska razem";"2021";0;"-";"";
3026000;"Powiat śremski";"gmina miejsko-wiejska";"2021";3;"-";"";
3026000;"Powiat śremski";"gmina wiejska";"2021";1;"-";"";
3027000;"Powiat turecki";"gmina miejska razem";"2021";1;"-";"";
3027000;"Powiat turecki";"gmina miejsko-wiejska";"2021";2;"-";"";
3027000;"Powiat turecki";"gmina wiejska";"2021";6;"-";"";
3028000;"Powiat wągrowiecki";"gmina miejska razem";"2021";1;"-";"";
3028000;"Powiat wągrowiecki";"gmina miejsko-wiejska";"2021";2;"-";"";
3028000;"Powiat wągrowiecki";"gmina wiejska";"2021";4;"-";"";
3029000;"Powiat wolsztyński";"gmina miejska razem";"2021";0;"-";"";
3029000;"Powiat wolsztyński";"gmina miejsko-wiejska";"2021";1;"-";"";
3029000;"Powiat wolsztyński";"gmina wiejska";"2021";2;"-";"";
3030000;"Powiat wrzesiński";"gmina miejska razem";"2021";0;"-";"";
3030000;"Powiat wrzesiński";"gmina miejsko-wiejska";"2021";4;"-";"";
3030000;"Powiat wrzesiński";"gmina wiejska";"2021";1;"-";"";
3031000;"Powiat złotowski";"gmina miejska razem";"2021";1;"-";"";
3031000;"Powiat złotowski";"gmina miejsko-wiejska";"2021";3;"-";"";
3031000;"Powiat złotowski";"gmina wiejska";"2021";4;"-";"";
3061000;"Powiat m.Kalisz";"gmina miejska razem";"2021";1;"-";"";
3061000;"Powiat m.Kalisz";"gmina miejsko-wiejska";"2021";0;"-";"";
3061000;"Powiat m.Kalisz";"gmina wiejska";"2021";0;"-";"";
3062000;"Powiat m.Konin";"gmina miejska razem";"2021";1;"-";"";
3062000;"Powiat m.Konin";"gmina miejsko-wiejska";"2021";0;"-";"";
3062000;"Powiat m.Konin";"gmina wiejska";"2021";0;"-";"";
3063000;"Powiat m.Leszno";"gmina miejska razem";"2021";1;"-";"";
3063000;"Powiat m.Leszno";"gmina miejsko-wiejska";"2021";0;"-";"";
3063000;"Powiat m.Leszno";"gmina wiejska";"2021";0;"-";"";
3064000;"Powiat m.Poznań";"gmina miejska razem";"2021";1;"-";"";
3064000;"Powiat m.Poznań";"gmina miejsko-wiejska";"2021";0;"-";"";
3064000;"Powiat m.Poznań";"gmina wiejska";"2021";0;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gmina miejska razem";"2021";11;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gmina miejsko-wiejska";"2021";55;"-";"";
3200000;"ZACHODNIOPOMORSKIE";"gmina wiejska";"2021";47;"-";"";
3201000;"Powiat białogardzki";"gmina miejska razem";"2021";1;"-";"";
3201000;"Powiat białogardzki";"gmina miejsko-wiejska";"2021";2;"-";"";
3201000;"Powiat białogardzki";"gmina wiejska";"2021";1;"-";"";
3202000;"Powiat choszczeński";"gmina miejska razem";"2021";0;"-";"";
3202000;"Powiat choszczeński";"gmina miejsko-wiejska";"2021";4;"-";"";
3202000;"Powiat choszczeński";"gmina wiejska";"2021";2;"-";"";
3203000;"Powiat drawski";"gmina miejska razem";"2021";0;"-";"";
3203000;"Powiat drawski";"gmina miejsko-wiejska";"2021";4;"-";"";
3203000;"Powiat drawski";"gmina wiejska";"2021";1;"-";"";
3204000;"Powiat goleniowski";"gmina miejska razem";"2021";0;"-";"";
3204000;"Powiat goleniowski";"gmina miejsko-wiejska";"2021";4;"-";"";
3204000;"Powiat goleniowski";"gmina wiejska";"2021";2;"-";"";
3205000;"Powiat gryficki";"gmina miejska razem";"2021";0;"-";"";
3205000;"Powiat gryficki";"gmina miejsko-wiejska";"2021";3;"-";"";
3205000;"Powiat gryficki";"gmina wiejska";"2021";3;"-";"";
3206000;"Powiat gryfiński";"gmina miejska razem";"2021";0;"-";"";
3206000;"Powiat gryfiński";"gmina miejsko-wiejska";"2021";6;"-";"";
3206000;"Powiat gryfiński";"gmina wiejska";"2021";3;"-";"";
3207000;"Powiat kamieński";"gmina miejska razem";"2021";0;"-";"";
3207000;"Powiat kamieński";"gmina miejsko-wiejska";"2021";5;"-";"";
3207000;"Powiat kamieński";"gmina wiejska";"2021";1;"-";"";
3208000;"Powiat kołobrzeski";"gmina miejska razem";"2021";1;"-";"";
3208000;"Powiat kołobrzeski";"gmina miejsko-wiejska";"2021";1;"-";"";
3208000;"Powiat kołobrzeski";"gmina wiejska";"2021";5;"-";"";
3209000;"Powiat koszaliński";"gmina miejska razem";"2021";0;"-";"";
3209000;"Powiat koszaliński";"gmina miejsko-wiejska";"2021";4;"-";"";
3209000;"Powiat koszaliński";"gmina wiejska";"2021";4;"-";"";
3210000;"Powiat myśliborski";"gmina miejska razem";"2021";0;"-";"";
3210000;"Powiat myśliborski";"gmina miejsko-wiejska";"2021";3;"-";"";
3210000;"Powiat myśliborski";"gmina wiejska";"2021";2;"-";"";
3211000;"Powiat policki";"gmina miejska razem";"2021";0;"-";"";
3211000;"Powiat policki";"gmina miejsko-wiejska";"2021";2;"-";"";
3211000;"Powiat policki";"gmina wiejska";"2021";2;"-";"";
3212000;"Powiat pyrzycki";"gmina miejska razem";"2021";0;"-";"";
3212000;"Powiat pyrzycki";"gmina miejsko-wiejska";"2021";2;"-";"";
3212000;"Powiat pyrzycki";"gmina wiejska";"2021";4;"-";"";
3213000;"Powiat sławieński";"gmina miejska razem";"2021";2;"-";"";
3213000;"Powiat sławieński";"gmina miejsko-wiejska";"2021";0;"-";"";
3213000;"Powiat sławieński";"gmina wiejska";"2021";4;"-";"";
3214000;"Powiat stargardzki";"gmina miejska razem";"2021";1;"-";"";
3214000;"Powiat stargardzki";"gmina miejsko-wiejska";"2021";4;"-";"";
3214000;"Powiat stargardzki";"gmina wiejska";"2021";5;"-";"";
3215000;"Powiat szczecinecki";"gmina miejska razem";"2021";1;"-";"";
3215000;"Powiat szczecinecki";"gmina miejsko-wiejska";"2021";3;"-";"";
3215000;"Powiat szczecinecki";"gmina wiejska";"2021";2;"-";"";
3216000;"Powiat świdwiński";"gmina miejska razem";"2021";1;"-";"";
3216000;"Powiat świdwiński";"gmina miejsko-wiejska";"2021";1;"-";"";
3216000;"Powiat świdwiński";"gmina wiejska";"2021";4;"-";"";
3217000;"Powiat wałecki";"gmina miejska razem";"2021";1;"-";"";
3217000;"Powiat wałecki";"gmina miejsko-wiejska";"2021";3;"-";"";
3217000;"Powiat wałecki";"gmina wiejska";"2021";1;"-";"";
3218000;"Powiat łobeski";"gmina miejska razem";"2021";0;"-";"";
3218000;"Powiat łobeski";"gmina miejsko-wiejska";"2021";4;"-";"";
3218000;"Powiat łobeski";"gmina wiejska";"2021";1;"-";"";
3261000;"Powiat m.Koszalin";"gmina miejska razem";"2021";1;"-";"";
3261000;"Powiat m.Koszalin";"gmina miejsko-wiejska";"2021";0;"-";"";
3261000;"Powiat m.Koszalin";"gmina wiejska";"2021";0;"-";"";
3262000;"Powiat m.Szczecin";"gmina miejska razem";"2021";1;"-";"";
3262000;"Powiat m.Szczecin";"gmina miejsko-wiejska";"2021";0;"-";"";
3262000;"Powiat m.Szczecin";"gmina wiejska";"2021";0;"-";"";
3263000;"Powiat m.Świnoujście";"gmina miejska razem";"2021";1;"-";"";
3263000;"Powiat m.Świnoujście";"gmina miejsko-wiejska";"2021";0;"-";"";
3263000;"Powiat m.Świnoujście";"gmina wiejska";"2021";0;"-";"";
