frequency;unit;age;geo;year;value
A;NR;TOTAL;UKI4;2013;1.64
A;NR;TOTAL;UKI4;2014;1.59
A;NR;TOTAL;UKI4;2015;1.59
A;NR;TOTAL;UKI4;2016;1.54
A;NR;TOTAL;UKI4;2017;1.51
A;NR;TOTAL;UKI4;2018;1.44
A;NR;TOTAL;UKI4;2019;NA
A;NR;TOTAL;UKI4;2020;NA
A;NR;TOTAL;UKI5;2009;NA
A;NR;TOTAL;UKI5;2010;NA
A;NR;TOTAL;UKI5;2011;NA
A;NR;TOTAL;UKI5;2012;NA
A;NR;TOTAL;UKI5;2013;2.02
A;NR;TOTAL;UKI5;2014;1.98
A;NR;TOTAL;UKI5;2015;2.02
A;NR;TOTAL;UKI5;2016;2.02
A;NR;TOTAL;UKI5;2017;1.97
A;NR;TOTAL;UKI5;2018;1.89
A;NR;TOTAL;UKI5;2019;NA
A;NR;TOTAL;UKI5;2020;NA
A;NR;TOTAL;UKI6;2009;NA
A;NR;TOTAL;UKI6;2010;NA
A;NR;TOTAL;UKI6;2011;NA
A;NR;TOTAL;UKI6;2012;NA
A;NR;TOTAL;UKI6;2013;1.84
A;NR;TOTAL;UKI6;2014;1.86
A;NR;TOTAL;UKI6;2015;1.90
A;NR;TOTAL;UKI6;2016;1.89
A;NR;TOTAL;UKI6;2017;1.85
A;NR;TOTAL;UKI6;2018;1.75
A;NR;TOTAL;UKI6;2019;NA
A;NR;TOTAL;UKI6;2020;NA
A;NR;TOTAL;UKI7;2009;NA
A;NR;TOTAL;UKI7;2010;NA
A;NR;TOTAL;UKI7;2011;NA
A;NR;TOTAL;UKI7;2012;NA
A;NR;TOTAL;UKI7;2013;1.89
A;NR;TOTAL;UKI7;2014;1.87
A;NR;TOTAL;UKI7;2015;1.90
A;NR;TOTAL;UKI7;2016;1.93
A;NR;TOTAL;UKI7;2017;1.93
A;NR;TOTAL;UKI7;2018;1.83
A;NR;TOTAL;UKI7;2019;NA
A;NR;TOTAL;UKI7;2020;NA
A;NR;TOTAL;UKJ1;2009;1.95
A;NR;TOTAL;UKJ1;2010;2.00
A;NR;TOTAL;UKJ1;2011;2.00
A;NR;TOTAL;UKJ1;2012;1.99
A;NR;TOTAL;UKJ1;2013;1.89
A;NR;TOTAL;UKJ1;2014;1.88
A;NR;TOTAL;UKJ1;2015;1.90
A;NR;TOTAL;UKJ1;2016;1.88
A;NR;TOTAL;UKJ1;2017;1.83
A;NR;TOTAL;UKJ1;2018;1.79
A;NR;TOTAL;UKJ1;2019;NA
A;NR;TOTAL;UKJ1;2020;NA
A;NR;TOTAL;UKJ2;2009;1.86
A;NR;TOTAL;UKJ2;2010;1.90
A;NR;TOTAL;UKJ2;2011;1.91
A;NR;TOTAL;UKJ2;2012;1.91
A;NR;TOTAL;UKJ2;2013;1.83
A;NR;TOTAL;UKJ2;2014;1.80
A;NR;TOTAL;UKJ2;2015;1.81
A;NR;TOTAL;UKJ2;2016;1.79
A;NR;TOTAL;UKJ2;2017;1.72
A;NR;TOTAL;UKJ2;2018;1.69
A;NR;TOTAL;UKJ2;2019;NA
A;NR;TOTAL;UKJ2;2020;NA
A;NR;TOTAL;UKJ3;2009;1.84
A;NR;TOTAL;UKJ3;2010;1.90
A;NR;TOTAL;UKJ3;2011;1.92
A;NR;TOTAL;UKJ3;2012;1.94
A;NR;TOTAL;UKJ3;2013;1.82
A;NR;TOTAL;UKJ3;2014;1.83
A;NR;TOTAL;UKJ3;2015;1.81
A;NR;TOTAL;UKJ3;2016;1.77
A;NR;TOTAL;UKJ3;2017;1.71
A;NR;TOTAL;UKJ3;2018;1.65
A;NR;TOTAL;UKJ3;2019;NA
A;NR;TOTAL;UKJ3;2020;NA
A;NR;TOTAL;UKJ4;2009;1.99
A;NR;TOTAL;UKJ4;2010;2.02
A;NR;TOTAL;UKJ4;2011;2.01
A;NR;TOTAL;UKJ4;2012;2.06
A;NR;TOTAL;UKJ4;2013;1.91
A;NR;TOTAL;UKJ4;2014;1.93
A;NR;TOTAL;UKJ4;2015;1.92
A;NR;TOTAL;UKJ4;2016;1.90
A;NR;TOTAL;UKJ4;2017;1.89
A;NR;TOTAL;UKJ4;2018;1.83
A;NR;TOTAL;UKJ4;2019;NA
A;NR;TOTAL;UKJ4;2020;NA
A;NR;TOTAL;UKK1;2009;1.85
A;NR;TOTAL;UKK1;2010;1.95
A;NR;TOTAL;UKK1;2011;1.94
A;NR;TOTAL;UKK1;2012;1.96
A;NR;TOTAL;UKK1;2013;1.86
A;NR;TOTAL;UKK1;2014;1.84
A;NR;TOTAL;UKK1;2015;1.80
A;NR;TOTAL;UKK1;2016;1.79
A;NR;TOTAL;UKK1;2017;1.71
A;NR;TOTAL;UKK1;2018;1.66
A;NR;TOTAL;UKK1;2019;NA
A;NR;TOTAL;UKK1;2020;NA
A;NR;TOTAL;UKK2;2009;1.94
A;NR;TOTAL;UKK2;2010;1.95
A;NR;TOTAL;UKK2;2011;1.96
A;NR;TOTAL;UKK2;2012;1.93
A;NR;TOTAL;UKK2;2013;1.89
A;NR;TOTAL;UKK2;2014;1.87
A;NR;TOTAL;UKK2;2015;1.86
A;NR;TOTAL;UKK2;2016;1.81
A;NR;TOTAL;UKK2;2017;1.79
A;NR;TOTAL;UKK2;2018;1.70
A;NR;TOTAL;UKK2;2019;NA
A;NR;TOTAL;UKK2;2020;NA
A;NR;TOTAL;UKK3;2009;1.96
A;NR;TOTAL;UKK3;2010;1.98
A;NR;TOTAL;UKK3;2011;2.06
A;NR;TOTAL;UKK3;2012;2.02
A;NR;TOTAL;UKK3;2013;1.98
A;NR;TOTAL;UKK3;2014;1.92
A;NR;TOTAL;UKK3;2015;1.90
A;NR;TOTAL;UKK3;2016;1.85
A;NR;TOTAL;UKK3;2017;1.79
A;NR;TOTAL;UKK3;2018;1.72
A;NR;TOTAL;UKK3;2019;NA
A;NR;TOTAL;UKK3;2020;NA
A;NR;TOTAL;UKK4;2009;1.91
A;NR;TOTAL;UKK4;2010;1.91
A;NR;TOTAL;UKK4;2011;1.95
A;NR;TOTAL;UKK4;2012;1.96
A;NR;TOTAL;UKK4;2013;1.85
A;NR;TOTAL;UKK4;2014;1.82
A;NR;TOTAL;UKK4;2015;1.80
A;NR;TOTAL;UKK4;2016;1.72
A;NR;TOTAL;UKK4;2017;1.69
A;NR;TOTAL;UKK4;2018;1.62
A;NR;TOTAL;UKK4;2019;NA
A;NR;TOTAL;UKK4;2020;NA
A;NR;TOTAL;UKL1;2009;1.87
A;NR;TOTAL;UKL1;2010;1.95
A;NR;TOTAL;UKL1;2011;1.92
A;NR;TOTAL;UKL1;2012;1.90
A;NR;TOTAL;UKL1;2013;1.79
A;NR;TOTAL;UKL1;2014;1.80
A;NR;TOTAL;UKL1;2015;1.77
A;NR;TOTAL;UKL1;2016;1.75
A;NR;TOTAL;UKL1;2017;1.69
A;NR;TOTAL;UKL1;2018;1.65
A;NR;TOTAL;UKL1;2019;NA
A;NR;TOTAL;UKL1;2020;NA
A;NR;TOTAL;UKL2;2009;1.86
A;NR;TOTAL;UKL2;2010;1.88
A;NR;TOTAL;UKL2;2011;1.87
A;NR;TOTAL;UKL2;2012;1.84
A;NR;TOTAL;UKL2;2013;1.82
A;NR;TOTAL;UKL2;2014;1.77
A;NR;TOTAL;UKL2;2015;1.75
A;NR;TOTAL;UKL2;2016;1.72
A;NR;TOTAL;UKL2;2017;1.70
A;NR;TOTAL;UKL2;2018;1.63
A;NR;TOTAL;UKL2;2019;NA
A;NR;TOTAL;UKL2;2020;NA
A;NR;TOTAL;UKM5;2009;1.73
A;NR;TOTAL;UKM5;2010;1.66
A;NR;TOTAL;UKM5;2011;1.62
A;NR;TOTAL;UKM5;2012;1.66
A;NR;TOTAL;UKM5;2013;1.53
A;NR;TOTAL;UKM5;2014;1.56
A;NR;TOTAL;UKM5;2015;1.57
A;NR;TOTAL;UKM5;2016;1.52
A;NR;TOTAL;UKM5;2017;1.45
A;NR;TOTAL;UKM5;2018;1.44
A;NR;TOTAL;UKM5;2019;NA
A;NR;TOTAL;UKM5;2020;NA
A;NR;TOTAL;UKM6;2009;1.87
A;NR;TOTAL;UKM6;2010;1.87
A;NR;TOTAL;UKM6;2011;1.83
A;NR;TOTAL;UKM6;2012;1.83
A;NR;TOTAL;UKM6;2013;1.79
A;NR;TOTAL;UKM6;2014;1.79
A;NR;TOTAL;UKM6;2015;1.74
A;NR;TOTAL;UKM6;2016;1.72
A;NR;TOTAL;UKM6;2017;1.62
A;NR;TOTAL;UKM6;2018;1.58
A;NR;TOTAL;UKM6;2019;NA
A;NR;TOTAL;UKM6;2020;NA
A;NR;TOTAL;UKM7;2009;NA
A;NR;TOTAL;UKM7;2010;NA
A;NR;TOTAL;UKM7;2011;NA
A;NR;TOTAL;UKM7;2012;NA
A;NR;TOTAL;UKM7;2013;NA
A;NR;TOTAL;UKM7;2014;NA
A;NR;TOTAL;UKM7;2015;NA
A;NR;TOTAL;UKM7;2016;NA
A;NR;TOTAL;UKM7;2017;1.39
A;NR;TOTAL;UKM7;2018;1.34
A;NR;TOTAL;UKM7;2019;NA
A;NR;TOTAL;UKM7;2020;NA
A;NR;TOTAL;UKM8;2009;NA
A;NR;TOTAL;UKM8;2010;NA
A;NR;TOTAL;UKM8;2011;NA
A;NR;TOTAL;UKM8;2012;NA
A;NR;TOTAL;UKM8;2013;NA
A;NR;TOTAL;UKM8;2014;NA
A;NR;TOTAL;UKM8;2015;NA
A;NR;TOTAL;UKM8;2016;NA
A;NR;TOTAL;UKM8;2017;1.45
A;NR;TOTAL;UKM8;2018;1.37
A;NR;TOTAL;UKM8;2019;NA
A;NR;TOTAL;UKM8;2020;NA
A;NR;TOTAL;UKM9;2009;NA
A;NR;TOTAL;UKM9;2010;NA
A;NR;TOTAL;UKM9;2011;NA
A;NR;TOTAL;UKM9;2012;NA
A;NR;TOTAL;UKM9;2013;NA
A;NR;TOTAL;UKM9;2014;NA
A;NR;TOTAL;UKM9;2015;NA
A;NR;TOTAL;UKM9;2016;NA
A;NR;TOTAL;UKM9;2017;1.64
A;NR;TOTAL;UKM9;2018;1.61
A;NR;TOTAL;UKM9;2019;NA
A;NR;TOTAL;UKM9;2020;NA
A;NR;TOTAL;UKN0;2009;1.99
A;NR;TOTAL;UKN0;2010;2.02
A;NR;TOTAL;UKN0;2011;2.02
A;NR;TOTAL;UKN0;2012;2.03
A;NR;TOTAL;UKN0;2013;1.96
A;NR;TOTAL;UKN0;2014;1.97
A;NR;TOTAL;UKN0;2015;1.96
A;NR;TOTAL;UKN0;2016;1.95
A;NR;TOTAL;UKN0;2017;1.87
A;NR;TOTAL;UKN0;2018;1.86
A;NR;TOTAL;UKN0;2019;NA
A;NR;TOTAL;UKN0;2020;NA
